Ply,Move,White,Black,Score,Eval,Comment
0,[1],d4,,0.15,0.15,
1,[1],,d6,0.5,-0.35,
2,[2],Nf3,,0.38,-0.12,
3,[2],,Nf6,0.51,-0.13,
4,[3],c4,,0.4,-0.11,
5,[3],,g6,0.46,-0.06,
6,[4],Nc3,,0.41,-0.05,
7,[4],,Bg7,0.58,-0.17,
8,[5],e4,,0.42,-0.16,
9,[5],,O-O,0.48,-0.06,
10,[6],Be2,,0.44,-0.04,
11,[6],,Bg4,0.37,0.07,
12,[7],Be3,,0.42,0.05,
13,[7],,Nc6,0.77,-0.35,
14,[8],d5,,0.73,-0.04,
15,[8],,Bxf3,0.75,-0.02,
16,[9],Bxf3,,0.73,-0.02,
17,[9],,Ne5,0.8,-0.07,
18,[10],Be2,,0.75,-0.05,
19,[10],,c6,0.7,0.05,
20,[11],f4,,0.68,-0.02,
21,[11],,Ned7,0.7,-0.02,
22,[12],O-O,,0.73,0.03,
23,[12],,Qa5,0.82,-0.09,
24,[13],a3,,0.81,-0.01,
25,[13],,Rfc8,0.84,-0.03,
26,[14],b4,,0.69,-0.15,
27,[14],,Qd8,0.74,-0.05,
28,[15],Rc1,,0.68,-0.06,
29,[15],,a5,0.67,0.01,
30,[16],Qb3,,0.53,-0.14,
31,[16],,axb4,0.5,0.03,
32,[17],axb4,,0.5,0.0,
33,[17],,c5,0.41,0.09,
34,[18],e5,,0.56,0.15,
35,[18],,dxe5,0.65,-0.09,
36,[19],fxe5,,0.55,-0.1,
37,[19],,Nxe5,0.57,-0.02,
38,[20],Bxc5,,0.4,-0.17,
39,[20],,Bh6,0.81,-0.41,
40,[21],Ra1,,0.0,-0.81,
41,[21],,Rxa1,0.0,0.0,
42,[22],Rxa1,,0.0,0.0,
43,[22],,Nfg4,0.63,-0.63,
44,[23],Ne4,,0.56,-0.07,
45,[23],,b6,0.72,-0.16,
46,[24],Bd4,,0.75,0.03,
47,[24],,Qc7,0.8,-0.05,
48,[25],Qg3,,0.24,-0.56,
49,[25],,f5,0.36,-0.12,
50,[26],Nf2,,0.32,-0.04,
51,[26],,Bg7,0.37,-0.05,
52,[27],Bxg4,,0.0,-0.37,
53,[27],,Nxg4,0.0,0.0,
54,[28],Qxc7,,0.0,0.0,
55,[28],,Rxc7,0.0,0.0,
56,[29],Bxg7,,0.0,0.0,
